Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
pxt121604_lack_prosocial_emotions_children_self_report_careless,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I do not care about doing things well.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_cold_uncaring_others,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I seem very cold and uncaring to others.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_admit_wrong,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I easily admit to being wrong.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_easy_others_feelings,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,It is easy for others to tell how I am feeling.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_try_best,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I always try my best.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_apologize,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,"I apologize (""say I am sorry"") to persons I hurt.","0, Not at all true | 1, Somewhat true | 2, Very true | 3, Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_others_feelings_important,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I try not to hurt others' feelings.,"0, Not at all true | 1, Somewhat true | 2, Very true | 3, Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_remorseful,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I do not feel remorseful when I do something wrong.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_expressive_emotional,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I am very expressive and emotional.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_time_perform_well,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I do not like to put the time into doing things well.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_others_feelings_unimportant,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,The feelings of others are unimportant to me.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_hide_feelings,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I hide my feelings from others.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_work_hard,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I work hard on everything I do.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
pxt121604_lack_prosocial_emotions_children_self_report_motivation_others_feelings,phenx_lack_of_prosocial_emotions_children_selfreport,,radio,I do things to make others feel good.,"0,Not at all true|1,Somewhat true|2,Very true|3,Definitely true",PX121604,,,,,,,,,,
