Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
factor_eight_individual_chromogenic_standard_sample_processing_transportation,factor_eight_individual_chromogenic_standard,,radio,Were samples transported vertically?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_sample_processing_agitation,factor_eight_individual_chromogenic_standard,,radio,Were samples agitated during transportation?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_sample_processing_storage_unprocessed,factor_eight_individual_chromogenic_standard,,radio,Were samples stored as unprocessed sodium citrate whole blood samples?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_sample_processing_storage_whole_blood,factor_eight_individual_chromogenic_standard,,radio,Were samples stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_sample_processing_storage_plasma,factor_eight_individual_chromogenic_standard,,radio,Were samples stored as plasma processed by centrifugation and aliquoting into a second tube?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_sample_processing_platelet_poor_plasma,factor_eight_individual_chromogenic_standard,,radio,Were samples processed to platelet poor plasma (PPP) within 1 hour of colleciton?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,[factor_eight_individual_chromogenic_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_individual_chromogenic_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE',,,,,
factor_eight_individual_chromogenic_standard_sample_processing_assayed,factor_eight_individual_chromogenic_standard,,radio,Were samples assayed within 4 hours of collection?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,[factor_eight_individual_chromogenic_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_individual_chromogenic_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE',,,,,
factor_eight_individual_chromogenic_standard_sample_processing_centrifuge_validated,factor_eight_individual_chromogenic_standard,,radio,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter ","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,[factor_eight_individual_chromogenic_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_individual_chromogenic_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE',,,,,
factor_eight_individual_chromogenic_standard_sample_processing_frozen,factor_eight_individual_chromogenic_standard,,radio,Was the sample frozen immediately and stored at -20 C for at most 2 weeks?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,[factor_eight_individual_chromogenic_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_individual_chromogenic_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE',,,,,
factor_eight_individual_chromogenic_standard_sample_processing_deep_freeze,factor_eight_individual_chromogenic_standard,,radio,"Was the sample transferred to < = -70 C, including shipment?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,[factor_eight_individual_chromogenic_standard_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE' or [factor_eight_individual_chromogenic_standard_sample_processing_storage_plasma] = 'UNDEFINED_CODE',,,,,
factor_eight_individual_chromogenic_standard_one_stage_clotting_factor_assay_changes,factor_eight_individual_chromogenic_standard,,radio,Were any changes made in the protocol over the course of the study?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_one_stage_clotting_factor_assay_record,factor_eight_individual_chromogenic_standard,,radio,"Were the make and manufacturer of equipment, repeatability and coefficients of variation for the assay, and the reagents used recorded?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study,factor_eight_individual_chromogenic_standard,,radio,"Were the parameters outlined by the Subcommittee on Factor VIII and Factor VIII of the Scientific and Standardization Committee of the International Society on Thrombosis and Haemostasis (Lee et al., 2001) followed?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_dose,factor_eight_individual_chromogenic_standard,,radio,Was the patient infused with a 100% correction dose of Factor VIII concentration after a treatment-free washout period lasting longer than 5 half-lives?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_infusion_baseline,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested before infusion (baseline)?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_minutes_10,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 10-15 minutes after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_minutes_30,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 30 minutes after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_hours_1,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 1 hour after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_hours_3,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 3 hours after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_hours_6,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 6 hours after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_hours_9,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 9 hours after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_hours_24,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 24 hours after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_hours_28,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 28 hours after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_hours_32,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 32 hours after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_study_after_infusion_hours_48,factor_eight_individual_chromogenic_standard,,radio,Was Factor VIII activity tested 48 hours after infusion?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
factor_eight_individual_chromogenic_standard_pharmacokinetic_interpretation,factor_eight_individual_chromogenic_standard,,radio,Was the Factor VIII half-life (t) less than 6 hours?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911103,,,,,,,,,,
