Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
breast_feeding_months_1,phenx_ovulation_history,,text,Months of breast feeding?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_end_date_2,phenx_ovulation_history,,text,Date of End of Preg?,,PX070501,date_mdy,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_2,phenx_ovulation_history,,radio,Outcome of Pregnancy?,"UNDEFINED_CODE,Live birth|UNDEFINED_CODE_1,Still born|UNDEFINED_CODE_2,Miscarriage|UNDEFINED_CODE_3,Induced abortion",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_number_birth_2,phenx_ovulation_history,,text,Number of birth?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_2,phenx_ovulation_history,,radio,Breast Feeding?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_months_2,phenx_ovulation_history,,text,Months of breast feeding?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_end_date_3,phenx_ovulation_history,,text,Date of End of Preg?,,PX070501,date_mdy,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_3,phenx_ovulation_history,,radio,Outcome of Pregnancy?,"UNDEFINED_CODE,Live birth|UNDEFINED_CODE_1,Still born|UNDEFINED_CODE_2,Miscarriage|UNDEFINED_CODE_3,Induced abortion",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_number_birth_3,phenx_ovulation_history,,text,Number of birth?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_3,phenx_ovulation_history,,radio,Breast Feeding?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_months_3,phenx_ovulation_history,,text,Months of breast feeding?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_end_date_4,phenx_ovulation_history,,text,Date of End of Preg?,,PX070501,date_mdy,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_4,phenx_ovulation_history,,radio,Outcome of Pregnancy?,"UNDEFINED_CODE,Live birth|UNDEFINED_CODE_1,Still born|UNDEFINED_CODE_2,Miscarriage|UNDEFINED_CODE_3,Induced abortion",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_number_birth_4,phenx_ovulation_history,,text,Number of birth?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_4,phenx_ovulation_history,,radio,Breast Feeding?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_months_4,phenx_ovulation_history,,text,Months of breast feeding?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_end_date_5,phenx_ovulation_history,,text,Date of End of Preg?,,PX070501,date_mdy,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_5,phenx_ovulation_history,,radio,Outcome of Pregnancy?,"UNDEFINED_CODE,Live birth|UNDEFINED_CODE_1,Still born|UNDEFINED_CODE_2,Miscarriage|UNDEFINED_CODE_3,Induced abortion",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_number_birth_5,phenx_ovulation_history,,text,Number of birth?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_5,phenx_ovulation_history,,radio,Breast Feeding?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_months_5,phenx_ovulation_history,,text,Months of breast feeding?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_end_date_6,phenx_ovulation_history,,text,Date of End of Preg?,,PX070501,date_mdy,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_6,phenx_ovulation_history,,radio,Outcome of Pregnancy?,"UNDEFINED_CODE,Live birth|UNDEFINED_CODE_1,Still born|UNDEFINED_CODE_2,Miscarriage|UNDEFINED_CODE_3,Induced abortion",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
pregnancy_outcome_number_birth_6,phenx_ovulation_history,,text,Number of birth?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_6,phenx_ovulation_history,,radio,Breast Feeding?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX070501,,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
breast_feeding_months_6,phenx_ovulation_history,,text,Months of breast feeding?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
first_birth_age,phenx_ovulation_history,,text,Age at first birth?,,PX070501,number,,,,[ever_pregnancy] = 'UNDEFINED_CODE',,,,,
