Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?
factor_eight_emicizumab_sample_processing,factor_eight_emicizumab,,radio,Were the sample collection and processing procedures outlined in Adcock Funk et al. (2012) followed?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_sample_processing_sodium_citrate,factor_eight_emicizumab,,radio,Did unprocessed or processed sodium citrate samples remain capped and at room temperature until testing?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_sample_processing_refrigerated,factor_eight_emicizumab,,radio,Were samples refrigerated or stored on ice or in an ice bath?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_sample_processing_transportation,factor_eight_emicizumab,,radio,Were samples transported vertically?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_sample_processing_agitation,factor_eight_emicizumab,,radio,Were samples agitated during transportation?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_sample_processing_storage_unprocessed,factor_eight_emicizumab,,radio,Were samples stored as unprocessed sodium citrate whole blood samples?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_sample_processing_storage_whole_blood,factor_eight_emicizumab,,radio,Were samples stored as whole blood samples centrifuged and maintained in sodium citrate tubes?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_sample_processing_storage_plasma,factor_eight_emicizumab,,radio,Were samples stored as plasma processed by centrifugation and aliquoting into a second tube?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_sample_processing_platelet_poor_plasma,factor_eight_emicizumab,,radio,Were samples processed to platelet poor plasma (PPP) within 1 hour of collection?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,[factor_eight_emicizumab_sample_processing_storage_plasma] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE',,,,,
factor_eight_emicizumab_sample_processing_assayed,factor_eight_emicizumab,,radio,Were samples assayed within 4 hours of collection?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,[factor_eight_emicizumab_sample_processing_storage_plasma] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE',,,,,
factor_eight_emicizumab_sample_processing_centrifuge_validated,factor_eight_emicizumab,,radio,"Was the centrifuge validated so that process results in less than 10,000 platelets/microliter ","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,[factor_eight_emicizumab_sample_processing_storage_plasma] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE',,,,,
factor_eight_emicizumab_sample_processing_frozen,factor_eight_emicizumab,,radio,Was the sample frozen immediately and stored at -20 C for at most 2 weeks?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,[factor_eight_emicizumab_sample_processing_storage_plasma] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE',,,,,
factor_eight_emicizumab_sample_processing_deep_freeze,factor_eight_emicizumab,,radio,"Was the sample transferred to < = -70 C, including shipment?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,[factor_eight_emicizumab_sample_processing_storage_plasma] = 'UNDEFINED_CODE' or [factor_eight_emicizumab_sample_processing_storage_whole_blood] = 'UNDEFINED_CODE',,,,,
factor_eight_emicizumab_therapy_bethesda_assay_nijmegen_modification_chromogenic_substrate_assay,factor_eight_emicizumab,,radio,Were any changes made in the protocol over the course of the study?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_therapy_bethesda_assay_nijmegen_modification_chromogenic_substrate_assa1,factor_eight_emicizumab,,radio,"Were the make and manufacturer of equipment, repeatability and coefficients of variation for the assay, and the reagents used recorded?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_therapy_bethesda_assay_nijmegen_modification_chromogenic_substrate_assa2,factor_eight_emicizumab,,radio,Were the samples heated prior to testing to eliminate exogenous Factor VIII?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_therapy_bethesda_assay_nijmegen_modification_chromogenic_substrate_assa3,factor_eight_emicizumab,,radio,"Were the parameters outlined by the International Society on Thrombosis and Haemostasis Subcommittee on Factor VIII, Factor VIII and Rare Coagulation Disorders (Iorio et al., 2017) followed?","UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
factor_eight_emicizumab_therapy_bethesda_assay_nijmegen_modification_chromogenic_substrate_assa4,factor_eight_emicizumab,,radio,Was a result of of >= 0.6 Bethesda Units (BU) per mL on two or more separate assays over a 1-4 week period achieved?,"UNDEFINED_CODE,Yes|UNDEFINED_CODE_1,No",PX911301,,,,,,,,,,
